,Referrer,Day,Hour,Application,Catalog,Discount,Howtojoin,Insurance,Whoweare
2342,URI_9,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2343,URI_48,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2344,URI_38,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2345,URI_93,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2346,URI_42,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2347,URI_80,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2348,URI_111,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2349,URI_110,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2350,URI_74,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2351,URI_42,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2352,URI_80,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2353,URI_111,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2354,URI_42,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2355,URI_9,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2356,URI_80,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2357,URI_0,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2358,URI_111,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2359,URI_113,Sunday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2360,URI_113,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2361,URI_45,Sunday,"(12.0, 18.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2362,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2363,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2364,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2365,URI_70,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2366,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2367,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2368,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2369,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2370,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2371,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2372,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
2373,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2374,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2375,URI_80,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2376,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2377,URI_45,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2378,URI_9,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2379,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2380,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2381,URI_34,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2382,URI_9,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2383,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2384,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2385,URI_38,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2386,URI_93,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2387,URI_9,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2388,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2389,URI_111,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2390,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2391,URI_100,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2392,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2393,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2394,URI_9,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2395,URI_34,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2396,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2397,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2398,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2399,URI_9,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2400,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2401,URI_93,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2402,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2403,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2404,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2405,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2406,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2407,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2408,URI_97,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2409,URI_44,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2410,URI_45,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2411,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2412,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2413,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]"
2414,URI_92,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2415,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2416,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2417,URI_138,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2418,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2419,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2420,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2421,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2422,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2423,URI_45,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2424,URI_132,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2425,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2426,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2427,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2428,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2429,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2430,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2431,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2432,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2433,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2434,URI_13,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2435,URI_97,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2436,URI_5,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2437,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]"
2438,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2439,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2440,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2441,URI_53,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2442,URI_45,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2443,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2444,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2445,URI_38,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2446,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2447,URI_5,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2448,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2449,URI_9,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2450,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2451,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2452,URI_45,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2453,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2454,URI_5,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2455,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2456,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2457,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2458,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2459,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2460,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2461,URI_93,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2462,URI_64,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2463,URI_45,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2464,URI_111,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2465,URI_9,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2466,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2467,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2468,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2469,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2470,URI_45,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2471,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2472,URI_9,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2473,URI_80,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2474,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2475,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2476,URI_45,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2477,URI_42,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2478,URI_80,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2479,URI_111,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2480,URI_9,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2481,URI_111,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2482,URI_132,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2483,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2484,URI_0,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
2485,URI_111,Monday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
